bawin,category,movie_title,nominee,year_film
False,director,hugo,hugo,2011
True,director,argo,argo,2012
False,director,zero dark thirty,zero dark thirty,2012
False,director,amour,amour,2012
False,director,life of pi,life of pi,2012
False,director,django unchained,django unchained,2012
True,director,gravity,gravity,2013
False,director,captain phillips,captain phillips,2013
False,director,12 years a slave,12 years a slave,2013
False,director,american hustle,american hustle,2013
False,director,the wolf of wall street,the wolf of wall street,2013
True,director,boyhood,boyhood,2014
False,director,the grand budapest hotel,the grand budapest hotel,2014
False,director,whiplash,whiplash,2014
False,director,birdman,birdman,2014
False,director,the theory of everything,the theory of everything,2014
True,director,the revenant,the revenant,2015
False,director,carol,carol,2015
False,director,the big short,the big short,2015
False,director,the martian,the martian,2015
False,director,bridge of spies,bridge of spies,2015
True,director,la la land,la la land,2016
False,director,nocturnal animals,nocturnal animals,2016
False,director,"i, daniel blake","i, daniel blake",2016
False,director,manchester by the sea,manchester by the sea,2016
False,director,arrival,arrival,2016
True,director,the shape of water,the shape of water,2017
False,director,call me by your name,call me by your name,2017
False,director,"three billboards outside ebbing, missouri","three billboards outside ebbing, missouri",2017
False,director,dunkirk,dunkirk,2017
False,director,blade runner 2049,blade runner 2049,2017
True,director,roma,roma,2018
False,director,a star is born,a star is born,2018
False,director,the favourite,the favourite,2018
False,director,blackkklansman,blackkklansman,2018
False,director,cold war,cold war,2018
True,director,1917,1917,2019
False,director,parasite,parasite,2019
False,director,joker,joker,2019
False,director,the irishman,the irishman,2019
False,director,once upon a time in hollywood,once upon a time in hollywood,2019
True,screenplay,the king of comedy,the king of comedy,1983
False,screenplay,local hero,local hero,1983
False,screenplay,trading places,trading places,1983
False,screenplay,zelig,zelig,1983
True,screenplay,broadway danny rose,broadway danny rose,1984
False,screenplay,the big chill,the big chill,1984
False,screenplay,comfort and joy,comfort and joy,1984
False,screenplay,a private function,a private function,1984
True,screenplay,the purple rose of cairo,the purple rose of cairo,1985
False,screenplay,back to the future,back to the future,1985
False,screenplay,my beautiful laundrette,my beautiful laundrette,1985
False,screenplay,witness,witness,1985
True,screenplay,hannah and her sisters,hannah and her sisters,1986
False,screenplay,crocodile dundee,crocodile dundee,1986
False,screenplay,the mission,the mission,1986
False,screenplay,mona lisa,mona lisa,1986
True,screenplay,wish you were here,wish you were here,1987
False,screenplay,hope and glory,hope and glory,1987
False,screenplay,personal services,personal services,1987
False,screenplay,radio days,radio days,1987
True,screenplay,a world apart,a world apart,1988
False,screenplay,au revoir les enfants,au revoir les enfants,1988
False,screenplay,a fish called wanda,a fish called wanda,1988
False,screenplay,moonstruck,moonstruck,1988
True,screenplay,when harry met sally...,when harry met sally...,1989
False,screenplay,dead poets society,dead poets society,1989
False,screenplay,rain man,rain man,1989
False,screenplay,"sex, lies, and videotape","sex, lies, and videotape",1989
True,screenplay,cinema paradiso (nuovo cinema paradiso),cinema paradiso (nuovo cinema paradiso),1990
False,screenplay,crimes and misdemeanors,crimes and misdemeanors,1990
False,screenplay,ghost,ghost,1990
False,screenplay,pretty woman,pretty woman,1990
True,screenplay,"truly, madly, deeply","truly, madly, deeply",1991
False,screenplay,the fisher king,the fisher king,1991
False,screenplay,green card,green card,1991
False,screenplay,thelma & louise,thelma & louise,1991
True,screenplay,husbands and wives,husbands and wives,1992
False,screenplay,the crying game,the crying game,1992
False,screenplay,hear my song,hear my song,1992
False,screenplay,unforgiven,unforgiven,1992
True,screenplay,groundhog day,groundhog day,1993
False,screenplay,in the line of fire,in the line of fire,1993
False,screenplay,the piano,the piano,1993
False,screenplay,sleepless in seattle,sleepless in seattle,1993
True,screenplay,pulp fiction,pulp fiction,1994
False,screenplay,"the adventures of priscilla, queen of the desert","the adventures of priscilla, queen of the desert",1994
False,screenplay,four weddings and a funeral,four weddings and a funeral,1994
False,screenplay,philadelphia,philadelphia,1994
True,screenplay,the usual suspects,the usual suspects,1995
False,screenplay,bullets over broadway,bullets over broadway,1995
False,screenplay,muriel's wedding,muriel's wedding,1995
False,screenplay,se7en,se7en,1995
True,screenplay,secrets & lies,secrets & lies,1996
False,screenplay,brassed off,brassed off,1996
False,screenplay,fargo,fargo,1996
False,screenplay,lone star,lone star,1996
False,screenplay,shine,shine,1996
True,screenplay,nil by mouth,nil by mouth,1997
False,screenplay,boogie nights,boogie nights,1997
False,screenplay,the full monty,the full monty,1997
False,screenplay,mrs brown,mrs brown,1997
True,screenplay,the truman show,the truman show,1998
False,screenplay,elizabeth,elizabeth,1998
False,screenplay,life is beautiful (la vita è bella),life is beautiful (la vita è bella),1998
False,screenplay,shakespeare in love,shakespeare in love,1998
True,screenplay,being john malkovich,being john malkovich,1999
False,screenplay,all about my mother (todo sobre mi madre),all about my mother (todo sobre mi madre),1999
False,screenplay,american beauty,american beauty,1999
False,screenplay,the sixth sense,the sixth sense,1999
False,screenplay,topsy-turvy,topsy-turvy,1999
True,screenplay,almost famous,almost famous,2000
False,screenplay,billy elliot,billy elliot,2000
False,screenplay,erin brockovich,erin brockovich,2000
False,screenplay,gladiator,gladiator,2000
False,screenplay,"o brother, where art thou?","o brother, where art thou?",2000
True,screenplay,amélie (le fabuleux destin d'amélie poulain),amélie (le fabuleux destin d'amélie poulain),2001
False,screenplay,gosford park,gosford park,2001
False,screenplay,moulin rouge!,moulin rouge!,2001
False,screenplay,the others,the others,2001
False,screenplay,the royal tenenbaums,the royal tenenbaums,2001
True,screenplay,talk to her (hable con ella),talk to her (hable con ella),2002
False,screenplay,and your mother too (y tu mamá también),and your mother too (y tu mamá también),2002
False,screenplay,dirty pretty things,dirty pretty things,2002
False,screenplay,gangs of new york,gangs of new york,2002
False,screenplay,the magdalene sisters,the magdalene sisters,2002
True,screenplay,the station agent,the station agent,2003
False,screenplay,21 grams,21 grams,2003
False,screenplay,the barbarian invasions (les invasions barbares),the barbarian invasions (les invasions barbares),2003
False,screenplay,finding nemo,finding nemo,2003
False,screenplay,lost in translation,lost in translation,2003
True,screenplay,eternal sunshine of the spotless mind,eternal sunshine of the spotless mind,2004
False,screenplay,the aviator,the aviator,2004
False,screenplay,collateral,collateral,2004
False,screenplay,ray,ray,2004
False,screenplay,vera drake,vera drake,2004
True,screenplay,crash,crash,2005
False,screenplay,cinderella man,cinderella man,2005
False,screenplay,"good night, and good luck","good night, and good luck",2005
False,screenplay,hotel rwanda,hotel rwanda,2005
False,screenplay,mrs henderson presents,mrs henderson presents,2005
True,screenplay,little miss sunshine,little miss sunshine,2006
False,screenplay,babel,babel,2006
False,screenplay,pan's labyrinth (el laberinto del fauno),pan's labyrinth (el laberinto del fauno),2006
False,screenplay,the queen,the queen,2006
False,screenplay,united 93,united 93,2006
True,screenplay,juno,juno,2007
False,screenplay,american gangster,american gangster,2007
False,screenplay,the lives of others (das leben der anderen),the lives of others (das leben der anderen),2007
False,screenplay,michael clayton,michael clayton,2007
False,screenplay,this is england,this is england,2007
True,screenplay,in bruges,in bruges,2008
False,screenplay,burn after reading,burn after reading,2008
False,screenplay,changeling,changeling,2008
False,screenplay,i've loved you so long (il y a longtemps que je t'aime),i've loved you so long (il y a longtemps que je t'aime),2008
False,screenplay,milk,milk,2008
True,screenplay,the hurt locker,the hurt locker,2009
False,screenplay,the hangover,the hangover,2009
False,screenplay,inglourious basterds,inglourious basterds,2009
False,screenplay,a serious man,a serious man,2009
False,screenplay,up,up,2009
True,screenplay,the king's speech,the king's speech,2010
False,screenplay,black swan,black swan,2010
False,screenplay,the fighter,the fighter,2010
False,screenplay,inception,inception,2010
False,screenplay,the kids are all right,the kids are all right,2010
True,screenplay,the artist,the artist,2011
False,screenplay,bridesmaids,bridesmaids,2011
False,screenplay,the guard,the guard,2011
False,screenplay,midnight in paris,midnight in paris,2011
False,screenplay,the iron lady,the iron lady,2011
True,screenplay,django unchained,django unchained,2012
False,screenplay,amour,amour,2012
False,screenplay,the master,the master,2012
False,screenplay,moonrise kingdom,moonrise kingdom,2012
False,screenplay,zero dark thirty,zero dark thirty,2012
True,screenplay,american hustle,american hustle,2013
False,screenplay,blue jasmine,blue jasmine,2013
False,screenplay,gravity,gravity,2013
False,screenplay,inside llewyn davis,inside llewyn davis,2013
False,screenplay,nebraska,nebraska,2013
True,screenplay,the grand budapest hotel,the grand budapest hotel,2014
False,screenplay,birdman or (the unexpected virtue of ignorance),birdman or (the unexpected virtue of ignorance),2014
False,screenplay,boyhood,boyhood,2014
False,screenplay,nightcrawler,nightcrawler,2014
False,screenplay,whiplash,whiplash,2014
True,screenplay,spotlight,spotlight,2015
False,screenplay,bridge of spies,bridge of spies,2015
False,screenplay,ex machina,ex machina,2015
False,screenplay,the hateful eight,the hateful eight,2015
False,screenplay,inside out,inside out,2015
True,screenplay,manchester by the sea,manchester by the sea,2016
False,screenplay,hell or high water,hell or high water,2016
False,screenplay,"i, daniel blake","i, daniel blake",2016
False,screenplay,la la land,la la land,2016
False,screenplay,moonlight,moonlight,2016
True,screenplay,"three billboards outside ebbing, missouri","three billboards outside ebbing, missouri",2017
False,screenplay,get out,get out,2017
False,screenplay,"i, tonya","i, tonya",2017
False,screenplay,lady bird,lady bird,2017
False,screenplay,the shape of water,the shape of water,2017
True,screenplay,the favourite,the favourite,2018
False,screenplay,cold war,cold war,2018
False,screenplay,green book,green book,2018
False,screenplay,roma,roma,2018
False,screenplay,vice,vice,2018
True,screenplay,parasite,parasite,2019
False,screenplay,booksmart,booksmart,2019
False,screenplay,marriage story,marriage story,2019
False,screenplay,knives out,knives out,2019
False,screenplay,once upon a time in hollywood,once upon a time in hollywood,2019
True,screenplay,heat and dust,heat and dust,1983
False,screenplay,betrayal,betrayal,1983
False,screenplay,educating rita,educating rita,1983
False,screenplay,tootsie,tootsie,1983
True,screenplay,the killing fields,the killing fields,1984
False,screenplay,another country,another country,1984
False,screenplay,the dresser,the dresser,1984
False,screenplay,"paris, texas","paris, texas",1984
True,screenplay,prizzi's honor,prizzi's honor,1985
False,screenplay,amadeus,amadeus,1985
False,screenplay,a passage to india,a passage to india,1985
False,screenplay,the shooting party,the shooting party,1985
True,screenplay,out of africa,out of africa,1986
False,screenplay,children of a lesser god,children of a lesser god,1986
False,screenplay,the color purple,the color purple,1986
False,screenplay,ran,ran,1986
False,screenplay,a room with a view,a room with a view,1986
True,screenplay,jean de florette,jean de florette,1987
False,screenplay,84 charing cross road,84 charing cross road,1987
False,screenplay,little dorrit,little dorrit,1987
False,screenplay,prick up your ears,prick up your ears,1987
True,screenplay,the unbearable lightness of being,the unbearable lightness of being,1988
False,screenplay,babettes gæstebud,babettes gæstebud,1988
False,screenplay,empire of the sun,empire of the sun,1988
False,screenplay,who framed roger rabbit,who framed roger rabbit,1988
True,screenplay,dangerous liaisons,dangerous liaisons,1989
False,screenplay,the accidental tourist,the accidental tourist,1989
False,screenplay,my left foot,my left foot,1989
False,screenplay,shirley valentine,shirley valentine,1989
True,screenplay,goodfellas,goodfellas,1990
False,screenplay,born on the fourth of july,born on the fourth of july,1990
False,screenplay,driving miss daisy,driving miss daisy,1990
False,screenplay,postcards from the edge,postcards from the edge,1990
False,screenplay,the war of the roses,the war of the roses,1990
True,screenplay,the commitments,the commitments,1991
False,screenplay,cyrano de bergerac,cyrano de bergerac,1991
False,screenplay,dances with wolves,dances with wolves,1991
False,screenplay,the silence of the lambs,the silence of the lambs,1991
True,screenplay,the player,the player,1992
False,screenplay,howards end,howards end,1992
False,screenplay,jfk,jfk,1992
False,screenplay,strictly ballroom,strictly ballroom,1992
True,screenplay,schindler's list,schindler's list,1993
False,screenplay,in the name of the father,in the name of the father,1993
False,screenplay,the remains of the day,the remains of the day,1993
False,screenplay,shadowlands,shadowlands,1993
False,screenplay,scent of a woman,scent of a woman,1993
True,screenplay,quiz show,quiz show,1994
False,screenplay,the browning version,the browning version,1994
False,screenplay,forrest gump,forrest gump,1994
False,screenplay,the joy luck club,the joy luck club,1994
False,screenplay,three colours: red (trois couleurs : rouge),three colours: red (trois couleurs : rouge),1994
True,screenplay,trainspotting,trainspotting,1995
False,screenplay,babe,babe,1995
False,screenplay,leaving las vegas,leaving las vegas,1995
False,screenplay,the madness of king george,the madness of king george,1995
False,screenplay,il postino: the postman,il postino: the postman,1995
False,screenplay,sense and sensibility,sense and sensibility,1995
True,screenplay,the english patient,the english patient,1996
False,screenplay,the crucible,the crucible,1996
False,screenplay,evita,evita,1996
False,screenplay,richard iii,richard iii,1996
True,screenplay,romeo + juliet,romeo + juliet,1997
False,screenplay,the ice storm,the ice storm,1997
False,screenplay,l.a. confidential,l.a. confidential,1997
False,screenplay,the wings of the dove,the wings of the dove,1997
True,screenplay,primary colors,primary colors,1998
False,screenplay,hilary and jackie,hilary and jackie,1998
False,screenplay,little voice,little voice,1998
False,screenplay,wag the dog,wag the dog,1998
True,screenplay,the end of the affair,the end of the affair,1999
False,screenplay,east is east,east is east,1999
False,screenplay,an ideal husband,an ideal husband,1999
False,screenplay,the talented mr. ripley,the talented mr. ripley,1999
True,screenplay,traffic,traffic,2000
False,screenplay,chocolat,chocolat,2000
False,screenplay,"crouching tiger, hidden dragon (wo hu cang long)","crouching tiger, hidden dragon (wo hu cang long)",2000
False,screenplay,high fidelity,high fidelity,2000
False,screenplay,wonder boys,wonder boys,2000
True,screenplay,shrek,shrek,2001
False,screenplay,a beautiful mind,a beautiful mind,2001
False,screenplay,bridget jones's diary,bridget jones's diary,2001
False,screenplay,iris,iris,2001
False,screenplay,the lord of the rings: the fellowship of the ring,the lord of the rings: the fellowship of the ring,2001
True,screenplay,adaptation.,adaptation.,2002
False,screenplay,about a boy,about a boy,2002
False,screenplay,catch me if you can,catch me if you can,2002
False,screenplay,the hours,the hours,2002
False,screenplay,the pianist,the pianist,2002
True,screenplay,the lord of the rings: the return of the king,the lord of the rings: the return of the king,2003
False,screenplay,big fish,big fish,2003
False,screenplay,cold mountain,cold mountain,2003
False,screenplay,girl with a pearl earring,girl with a pearl earring,2003
False,screenplay,mystic river,mystic river,2003
True,screenplay,sideways,sideways,2004
False,screenplay,the chorus (les choristes),the chorus (les choristes),2004
False,screenplay,closer,closer,2004
False,screenplay,finding neverland,finding neverland,2004
False,screenplay,the motorcycle diaries (diarios de motocicleta),the motorcycle diaries (diarios de motocicleta),2004
True,screenplay,brokeback mountain,brokeback mountain,2005
False,screenplay,capote,capote,2005
False,screenplay,the constant gardener,the constant gardener,2005
False,screenplay,a history of violence,a history of violence,2005
False,screenplay,pride & prejudice,pride & prejudice,2005
True,screenplay,the last king of scotland,the last king of scotland,2006
False,screenplay,casino royale,casino royale,2006
False,screenplay,the departed,the departed,2006
False,screenplay,the devil wears prada,the devil wears prada,2006
False,screenplay,notes on a scandal,notes on a scandal,2006
True,screenplay,the diving bell and the butterfly,the diving bell and the butterfly,2007
False,screenplay,atonement,atonement,2007
False,screenplay,the kite runner,the kite runner,2007
False,screenplay,no country for old men,no country for old men,2007
False,screenplay,there will be blood,there will be blood,2007
True,screenplay,slumdog millionaire,slumdog millionaire,2008
False,screenplay,the curious case of benjamin button,the curious case of benjamin button,2008
False,screenplay,frost/nixon,frost/nixon,2008
False,screenplay,the reader,the reader,2008
False,screenplay,revolutionary road,revolutionary road,2008
True,screenplay,up in the air,up in the air,2009
False,screenplay,district 9,district 9,2009
False,screenplay,an education,an education,2009
False,screenplay,in the loop,in the loop,2009
False,screenplay,precious,precious,2009
True,screenplay,the social network,the social network,2010
False,screenplay,127 hours,127 hours,2010
False,screenplay,the girl with the dragon tattoo,the girl with the dragon tattoo,2010
False,screenplay,toy story 3,toy story 3,2010
False,screenplay,true grit,true grit,2010
True,screenplay,tinker tailor soldier spy,tinker tailor soldier spy,2011
False,screenplay,the descendants,the descendants,2011
False,screenplay,the help,the help,2011
False,screenplay,the ides of march,the ides of march,2011
False,screenplay,moneyball,moneyball,2011
True,screenplay,silver linings playbook,silver linings playbook,2012
False,screenplay,argo,argo,2012
False,screenplay,beasts of the southern wild,beasts of the southern wild,2012
False,screenplay,life of pi,life of pi,2012
False,screenplay,lincoln,lincoln,2012
True,screenplay,philomena,philomena,2013
False,screenplay,12 years a slave,12 years a slave,2013
False,screenplay,behind the candelabra,behind the candelabra,2013
False,screenplay,captain phillips,captain phillips,2013
False,screenplay,the wolf of wall street,the wolf of wall street,2013
True,screenplay,the theory of everything,the theory of everything,2014
False,screenplay,american sniper,american sniper,2014
False,screenplay,gone girl,gone girl,2014
False,screenplay,the imitation game,the imitation game,2014
False,screenplay,paddington,paddington,2014
True,screenplay,the big short,the big short,2015
False,screenplay,brooklyn,brooklyn,2015
False,screenplay,carol,carol,2015
False,screenplay,room,room,2015
False,screenplay,steve jobs,steve jobs,2015
True,screenplay,lion,lion,2016
False,screenplay,arrival,arrival,2016
False,screenplay,hacksaw ridge,hacksaw ridge,2016
False,screenplay,hidden figures,hidden figures,2016
False,screenplay,nocturnal animals,nocturnal animals,2016
True,screenplay,call me by your name,call me by your name,2017
False,screenplay,the death of stalin,the death of stalin,2017
False,screenplay,film stars don't die in liverpool,film stars don't die in liverpool,2017
False,screenplay,molly's game,molly's game,2017
False,screenplay,paddington 2,paddington 2,2017
True,screenplay,blackkklansman,blackkklansman,2018
False,screenplay,can you ever forgive me?,can you ever forgive me?,2018
False,screenplay,first man,first man,2018
False,screenplay,if beale street could talk,if beale street could talk,2018
False,screenplay,a star is born,a star is born,2018
True,screenplay,jojo rabbit,jojo rabbit,2019
False,screenplay,the irishman,the irishman,2019
False,screenplay,joker,joker,2019
False,screenplay,little women,little women,2019
False,screenplay,the two popes,the two popes,2019
True,actor,the sound barrier,ralph richardson,1952
False,actor,mandy,jack hawkins,1952
False,actor,the pickwick papers,james hayter,1952
False,actor,carrie,laurence olivier,1952
False,actor,the sound barrier,nigel patrick,1952
False,actor,folly to be wise,alastair sim,1952
True,actor,viva zapata!,marlon brando,1952
False,actor,the african queen,humphrey bogart,1952
False,actor,dieu a besoin des hommes,pierre fresnay,1952
False,actor,miracolo a milano,francesco golisano,1952
False,actor,death of a salesman,fredric march,1952
True,actor,julius caesar,john gielgud,1953
False,actor,the cruel sea,jack hawkins,1953
False,actor,the heart of the matter,trevor howard,1953
False,actor,the kidnappers,duncan macrae,1953
False,actor,genevieve,kenneth more,1953
True,actor,julius caesar,marlon brando,1953
False,actor,roman holiday,eddie albert,1953
False,actor,shane,van heflin,1953
False,actor,journal d'un curé de campagne,claude laydu,1953
False,actor,nous sommes tous des assassins,marcel mouloudji,1953
False,actor,roman holiday,gregory peck,1953
False,actor,the actress,spencer tracy,1953
True,actor,doctor in the house,kenneth more,1954
False,actor,the purple plain,maurice denham,1954
False,actor,lease of life,robert donat,1954
False,actor,hobson's choice,john mills,1954
False,actor,carrington v.c.,david niven,1954
False,actor,svengali,donald wolfit,1954
True,actor,on the waterfront,marlon brando,1954
False,actor,riot in cell block 11,neville brand,1954
False,actor,the caine mutiny,josé ferrer,1954
False,actor,executive suite,fredric march,1954
False,actor,the glenn miller story,james stewart,1954
True,actor,richard iii,laurence olivier,1955
False,actor,the bespoke overcoat,alfie bass,1955
False,actor,the prisoner,alec guinness,1955
False,actor,the prisoner,jack hawkins,1955
False,actor,the deep blue sea,kenneth more,1955
False,actor,the night my number came up,michael redgrave,1955
True,actor,marty,ernest borgnine,1955
False,actor,east of eden,james dean,1955
False,actor,mister roberts,jack lemmon,1955
False,actor,shichinin no samurai,toshiro mifune,1955
False,actor,shichinin no samurai,takashi shimura,1955
False,actor,not as a stranger,frank sinatra,1955
True,actor,a town like alice,peter finch,1956
False,actor,the long arm,jack hawkins,1956
False,actor,reach for the sky,kenneth more,1956
True,actor,gervaise,françois périer,1956
False,actor,sommarnattens leende,gunnar björnstrand,1956
False,actor,rebel without a cause,james dean,1956
False,actor,le défroqué,pierre fresnay,1956
False,actor,picnic,william holden,1956
False,actor,baby doll,karl malden,1956
False,actor,the man with the golden arm,frank sinatra,1956
False,actor,the mountain,spencer tracy,1956
True,actor,the bridge on the river kwai,alec guinness,1957
False,actor,windom's way,peter finch,1957
False,actor,manuela,trevor howard,1957
False,actor,the prince and the showgirl,laurence olivier,1957
False,actor,time without pity,michael redgrave,1957
True,actor,12 angry men,henry fonda,1957
False,actor,time limit,richard basehart,1957
False,actor,porte des lilas,pierre brasseur,1957
False,actor,sweet smell of success,tony curtis,1957
False,actor,la traversé de paris,jean gabin,1957
False,actor,"heaven knows, mr allison",robert mitchum,1957
False,actor,edge of the city,sidney poitier,1957
False,actor,the great man,ed wynn,1957
True,actor,the key,trevor howard,1958
False,actor,sea of sand,michael craig,1958
False,actor,harry black,i. s. johar,1958
False,actor,room at the top,laurence harvey,1958
False,actor,ice cold in alex,anthony quayle,1958
False,actor,tom thumb,terry-thomas,1958
False,actor,room at the top,donald wolfit,1958
True,actor,the defiant ones,sidney poitier,1958
False,actor,the young lions,marlon brando,1958
False,actor,the defiant ones,tony curtis,1958
False,actor,the sheepman,glenn ford,1958
False,actor,the enemy below,curd jürgens,1958
False,actor,the inn of the sixth happiness,curd jürgens,1958
False,actor,witness for the prosecution,charles laughton,1958
False,actor,cat on a hot tin roof,paul newman,1958
False,actor,smultronstället,victor sjöström,1958
False,actor,the last hurrah,spencer tracy,1958
True,actor,i'm all right jack,peter sellers,1959
False,actor,yesterday's enemy,stanley baker,1959
False,actor,look back in anger,richard burton,1959
False,actor,the nun's story,peter finch,1959
False,actor,expresso bongo,laurence harvey,1959
False,actor,yesterday's enemy,gordon jackson,1959
False,actor,the devil's disciple,laurence olivier,1959
True,actor,some like it hot,jack lemmon,1959
False,actor,popiól i diament,zbigniew cybulski,1959
False,actor,maigret tend un piège,jean desailly,1959
False,actor,maigret tend un piège,jean gabin,1959
False,actor,ikiru,takashi shimura,1959
False,actor,anatomy of a murder,james stewart,1959
True,actor,the trials of oscar wilde,peter finch,1960
False,actor,the angry silence,richard attenborough,1960
False,actor,saturday night and sunday morning,albert finney,1960
False,actor,the trials of oscar wilde,john fraser,1960
False,actor,tunes of glory,alec guinness,1960
False,actor,tunes of glory,john mills,1960
False,actor,the entertainer,laurence olivier,1960
True,actor,the apartment,jack lemmon,1960
False,actor,crime and punishment u.s.a.,george hamilton,1960
False,actor,elmer gantry,burt lancaster,1960
False,actor,inherit the wind,fredric march,1960
False,actor,let's make love,yves montand,1960
False,actor,inherit the wind,spencer tracy,1960
True,actor,no love for johnnie,peter finch,1961
False,actor,victim,dirk bogarde,1961
True,actor,the hustler,paul newman,1961
False,actor,judgment at nuremberg,montgomery clift,1961
False,actor,ballada o soldate,vladimir ivashov,1961
False,actor,judgment at nuremberg,maximilian schell,1961
False,actor,the best of enemies,alberto sordi,1961
False,actor,a raisin in the sun,sidney poitier,1961
False,actor,le trou,philippe leroy,1961
True,actor,lawrence of arabia,peter o'toole,1962
False,actor,the dock brief,richard attenborough,1962
False,actor,a kind of loving,alan bates,1962
False,actor,lolita,james mason,1962
False,actor,term of trial,laurence olivier,1962
False,actor,only two can play,peter sellers,1962
True,actor,birdman of alcatraz,burt lancaster,1962
False,actor,"léon morin, prêtre",jean-paul belmondo,1962
False,actor,lonely are the brave,kirk douglas,1962
False,actor,light in the piazza,george hamilton,1962
False,actor,advise and consent,charles laughton,1962
False,actor,lawrence of arabia,anthony quinn,1962
False,actor,billy budd,robert ryan,1962
False,actor,une aussi longue absence,georges wilson,1962
True,actor,the servant,dirk bogarde,1963
False,actor,billy liar,tom courtenay,1963
False,actor,tom jones,albert finney,1963
False,actor,tom jones,hugh griffith,1963
False,actor,this sporting life,richard harris,1963
True,actor,divorzio all'italiana,marcello mastroianni,1963
False,actor,accattone,franco citti,1963
False,actor,david and lisa,howard da silva,1963
False,actor,days of wine and roses,jack lemmon,1963
False,actor,hud,paul newman,1963
False,actor,to kill a mockingbird,gregory peck,1963
True,actor,guns at batasi,richard attenborough,1964
False,actor,seance on a wet afternoon,richard attenborough,1964
False,actor,king & country,tom courtenay,1964
False,actor,becket,peter o'toole,1964
False,actor,dr. strangelove,peter sellers,1964
False,actor,the pink panther,peter sellers,1964
True,actor,"ieri, oggi, domani",marcello mastroianni,1964
False,actor,charade,cary grant,1964
False,actor,dr. strangelove,sterling hayden,1964
False,actor,lilies of the field,sidney poitier,1964
True,actor,darling,dirk bogarde,1965
False,actor,the hill,harry andrews,1965
False,actor,the ipcress file,michael caine,1965
False,actor,my fair lady,rex harrison,1965
True,actor,cat ballou,lee marvin,1965
False,actor,the killers,lee marvin,1965
False,actor,good neighbor sam,jack lemmon,1965
False,actor,how to murder your wife,jack lemmon,1965
False,actor,zorba the greek,anthony quinn,1965
False,actor,hamlet,innokenti smoktunovsky,1965
False,actor,ship of fools,oskar werner,1965
True,actor,the spy who came in from the cold,richard burton,1966
False,actor,who's afraid of virginia woolf?,richard burton,1966
False,actor,alfie,michael caine,1966
False,actor,doctor zhivago,ralph richardson,1966
False,actor,khartoum,ralph richardson,1966
False,actor,the wrong box,ralph richardson,1966
False,actor,morgan – a suitable case for treatment,david warner,1966
True,actor,the pawnbroker,rod steiger,1966
False,actor,pierrot le fou,jean-paul belmondo,1966
False,actor,a patch of blue,sidney poitier,1966
False,actor,the spy who came in from the cold,oskar werner,1966
True,actor,a man for all seasons,paul scofield,1967
False,actor,accident,dirk bogarde,1967
False,actor,our mother's house,dirk bogarde,1967
False,actor,the taming of the shrew,richard burton,1967
False,actor,the deadly affair,james mason,1967
True,actor,in the heat of the night,rod steiger,1967
False,actor,bonnie and clyde,warren beatty,1967
False,actor,in the heat of the night,sidney poitier,1967
False,actor,campanadas a medianoche,orson welles,1967
True,actor,guess who's coming to dinner,spencer tracy,1968
False,actor,the charge of the light brigade,trevor howard,1968
False,actor,oliver!,ron moody,1968
False,actor,the bofors gun,nicol williamson,1968
True,actor,john and mary,dustin hoffman,1969
False,actor,midnight cowboy,dustin hoffman,1969
False,actor,women in love,alan bates,1969
False,actor,"hello, dolly!",walter matthau,1969
False,actor,the secret life of an american wife,walter matthau,1969
False,actor,inadmissible evidence,nicol williamson,1969
True,actor,butch cassidy and the sundance kid,robert redford,1970
False,actor,downhill racer,robert redford,1970
False,actor,tell them willie boy is here,robert redford,1970
False,actor,mash,elliott gould,1970
False,actor,bob & carol & ted & alice,elliott gould,1970
False,actor,butch cassidy and the sundance kid,paul newman,1970
False,actor,patton,george c. scott,1970
True,actor,sunday bloody sunday,peter finch,1971
False,actor,morte a venezia,dirk bogarde,1971
False,actor,gumshoe,albert finney,1971
False,actor,little big man,dustin hoffman,1971
True,actor,the french connection,gene hackman,1972
False,actor,the poseidon adventure,gene hackman,1972
False,actor,the godfather,marlon brando,1972
False,actor,the nightcomers,marlon brando,1972
False,actor,the hospital,george c. scott,1972
False,actor,they might be giants,george c. scott,1972
False,actor,young winston,robert shaw,1972
True,actor,charley varrick,walter matthau,1973
False,actor,pete 'n' tillie,walter matthau,1973
False,actor,ultimo tango a parigi,marlon brando,1973
False,actor,sleuth,laurence olivier,1973
False,actor,steelyard blues,donald sutherland,1973
False,actor,don't look now,donald sutherland,1973
True,actor,chinatown,jack nicholson,1974
False,actor,the last detail,jack nicholson,1974
False,actor,murder on the orient express,albert finney,1974
False,actor,the conversation,gene hackman,1974
False,actor,serpico,al pacino,1974
True,actor,the godfather part ii,al pacino,1975
False,actor,dog day afternoon,al pacino,1975
False,actor,jaws,richard dreyfuss,1975
False,actor,french connection ii,gene hackman,1975
False,actor,night moves,gene hackman,1975
False,actor,lenny,dustin hoffman,1975
True,actor,one flew over the cuckoo's nest,jack nicholson,1976
False,actor,taxi driver,robert de niro,1976
False,actor,all the president's men,dustin hoffman,1976
False,actor,marathon man,dustin hoffman,1976
False,actor,the bad news bears,walter matthau,1976
False,actor,the sunshine boys,walter matthau,1976
True,actor,network,peter finch,1977
False,actor,annie hall,woody allen,1977
False,actor,network,william holden,1977
False,actor,rocky,sylvester stallone,1977
